sdtname,Underweight Children,Poverty,Aganwadi,Immunitized childrens in anganwadi y < 6,SC Population,ST Population,Female literacy,ATM,Internet,Road,MSME,PDS,Mobile,Clean,Kuccha,Post,Panchayat,School,Library,Vocational,Pasture Land,Bank,Public Transport ,Electricity,Market,Water,Ground,Health,Drainage System,long,lat
MAHOOR,16.04278075,0.331887,92.21468839,101.6631806,7.672614753,15.89262918,72.04028777,27.66068464,51.85912011,87.2364458,65.10931323,129.5601385,100.96731,37.36088521,160.1836412,96.16268899,125.2102706,106.7312178,42.2907702,81.45837214,115.7322319,42.06340047,117.0008182,104.7172101,38.20384703,131.089403,61.00072715,99.87326018,71.47124191,78.96596818,19.96826006
KINWAT,167.7005348,0.3460655,104.8396358,110.5414683,8.590154092,14.81488893,58.02166065,39.95432226,168.5421404,116.1252034,195.9308037,144.1917024,42.53715375,113.7394512,63.30260268,167.0846078,117.3141275,105.8010983,37.81555642,65.36782949,326.7389778,107.0502414,117.2000534,104.8494288,86.71666865,61.47771424,199.7208992,158.0005545,91.76554517,77.99844549,19.81326859
HIMAYATNAGAR,25.98930481,0.280508,105.0653887,108.2074433,8.85756648,32.91308032,53.15760625,0,21.37309751,60.90933428,21.4672011,142.8578291,147.4269055,64.42104306,111.350616,66.16865556,118.2704926,110.9531518,39.83913135,71.62040449,48.56484302,39.62494247,118.832915,105.148358,21.59347875,33.67909563,26.81674478,56.45010358,31.4197247,78.16559442,19.5738899
HADGAON,103.7433155,0.3488265,109.3272104,93.89062969,13.73044009,16.89009998,53.79529919,25.00452618,80.085421,86.59075337,86.32373847,94.71913716,129.3016793,84.53950626,172.4720851,95.7473592,109.1079654,108.2114015,105.5868898,49.09080705,47.55403266,39.83487594,109.4127314,106.1357153,72.3596043,59.50717029,46.56523498,98.8811417,76.57257411,77.85111137,19.39738232
ARDHAPUR,7.486631016,0.31085,106.5269517,97.53632204,22.16999996,12.81729326,56.39359129,71.23931044,161.3870495,135.0986911,11.17914623,91.16898083,108.3493539,154.0619425,92.4998036,43.07204937,116.2073904,88.39382325,124.4784934,233.1041467,18.06455077,61.9046271,117.7620467,108.287115,65.59528452,146.1545659,48.87731219,61.2430369,47.72241205,77.57490065,19.45344666
NANDED,63.20855615,0.298042,98.37628836,114.1408324,18.27095452,3.580836352,56.16230565,28.93244025,101.706464,135.9763938,85.12855609,153.2896381,99.95183418,112.1292576,131.4201595,83.09109908,109.7291623,109.0116144,202.2179357,85.20358465,82.53630956,43.99734991,115.3468233,104.5530765,17.12586246,78.35228684,21.26845276,100.7342366,45.68500201,77.37535197,19.27445857
MUDKHED,38.28877005,0.315021,104.5593909,90.76228014,23.31722887,1.289814835,56.45283822,48.40619812,56.72091262,131.709928,56.97064908,182.1275717,148.2957366,93.42595534,181.1531513,58.53381069,145.0916312,114.2651862,137.4450031,0,27.61791897,31.54755035,120.0267015,108.287115,57.30577054,137.0480122,28.467006,93.63118142,34.74296482,77.27880352,19.1641606
ZARI-JAMANI,15.82887701,0.276056,110.9349635,105.7331867,17.69383482,4.631206674,53.11380576,39.95432226,23.4086306,39.53198415,39.96988395,36.81490273,82.03593938,63.82163104,125.8250405,24.15681076,61.10110805,81.61799011,13.0900003,19.61034885,49.39077572,43.39874651,86.44313328,82.50446856,43.35833432,55.32994282,8.811216143,48.94582394,226.5461896,77.47992057,19.14205237
BHOKAR,300.5347594,0.27397,104.1706364,93.17786034,16.22744607,22.74460698,50.19338788,46.04492016,53.95403883,106.3024696,155.3492333,101.3532231,98.04295194,88.64806788,182.9230302,64.95825332,120.1754476,103.1173631,60.3417087,150.6648753,64.217275,33.34293939,99.99355044,97.7225184,18.17012237,68.01534434,18.05224771,39.5839141,79.31564651,77.71466963,19.20519886
UMRI,358.7165775,0.303078,102.5307996,93.34722395,20.17703875,10.05519306,50.47041406,0,160.881134,91.97924722,8.977193188,90.78220333,77.06406426,50.630037,141.6158306,46.11754781,100.3169101,107.3400234,66.64000152,0,43.51914504,33.14086097,114.9631864,106.6464011,0,18.77864726,5.607137546,44.26201304,104.018331,77.63715358,19.04222333
DHARMABAD,89.94652406,0.237943,96.55450525,108.8503829,20.97723487,15.72142461,51.91361574,46.61337597,142.012359,86.47621533,21.94425001,143.1690662,109.3812525,122.5413732,107.1351326,42.27441883,108.3526316,101.5690544,71.26777941,0,17.73002205,40.50549674,113.3149687,104.2764811,18.39444487,43.03439997,13.70633622,30.0544533,53.52990135,77.78450562,18.91504761
BILOLI,23.85026738,0.2990535,99.7168211,111.6316019,22.94698027,6.7449244,48.6768711,28.28227306,13.2561234,62.96245791,59.91519948,67.32163393,127.2017936,125.4354792,279.6149591,115.4234132,124.5638769,98.8586442,253.269444,83.28889735,32.27262441,55.29682983,104.5044116,105.8536967,27.90168603,27.85147683,266.118528,65.64703057,190.8130472,77.68169102,18.76257944
NAIGAON (KHAIRGAON),150.3743316,0.287735,102.3066885,89.32040702,22.26633419,5.24750093,54.51408015,111.8721023,58.98974912,81.28764241,65.83275004,92.34404769,114.8503151,49.21803981,156.6821345,109.913489,116.3365097,104.1082807,244.3466723,82.36346516,101.0611257,72.90989414,108.78237,98.66159365,88.29333535,67.13366395,78.12611647,97.37642868,124.4570206,77.51130512,18.87744589
LOHA,36.14973262,0.313088,109.1600041,113.1201821,17.32457752,1.734478325,52.39283715,50.34244604,21.23630968,70.97967755,4.739958003,182.4546579,141.7581032,57.09164267,36.96822818,21.30630709,113.3254471,110.6087002,365.0539283,39.53446328,42.1265324,26.24756189,115.5268769,105.6882242,67.54440154,4.957562876,20.72398037,119.4484192,69.37475215,77.18553373,18.96825818
KANDHAR,47.48663102,0.314973,107.4682459,105.4401234,21.06665714,3.228182317,53.93629419,58.99505396,43.78145443,75.39645024,101.8350352,161.5685282,148.6901401,83.5617332,160.635658,86.20018214,43.30541033,111.5870959,214.7578174,77.21574859,86.01831012,55.53683343,117.599691,105.7491357,46.56093856,113.7721949,176.3619981,60.86026792,70.57164729,77.24430341,18.82629732
MUKHED,249.5187166,0.274496,110.9349635,97.09273317,23.02514696,6.12654234,53.17286312,41.12944938,242.898967,138.3619445,197.4982501,106.1135432,124.3943656,78.53296637,96.85339721,166.6109448,143.9110804,113.5183549,122.1733361,16.14969905,137.6684065,57.1842307,122.3801662,106.1638382,103.8745122,49.61613173,94.33184342,118.803486,56.67871908,77.37536701,18.60377167
DEGLUR,342.7807487,0.2999095,104.5958227,101.9994572,25.83103092,6.555381873,53.01750044,59.93148338,36.51746374,114.1486042,141.0701787,112.2854533,117.1941991,51.36797909,74.13047879,72.47043228,117.3141275,108.8239868,141.3720032,141.1945117,95.74211909,41.66279665,115.3870139,104.1618916,70.95000162,95.90523422,74.0142156,71.10024951,99.79503037,77.54848731,18.48798955
SENGAON,60.21390374,0.64,105.007141,104.528634,18.76524823,6.673949893,58.19126861,134.5027184,29.26972285,72.48159117,42.96717655,112.130887,129.0030802,78.41627786,85.35935604,46.46959016,99.90730797,110.7761728,209.8396995,75.447449,43.85135225,66.78768929,105.5645709,97.54106541,121.3190867,39.02661615,31.07467067,54.51097789,102.054144,76.8694813,19.83886097
HINGOLI,43.85026738,0.371197,99.33392154,109.8031574,16.18277734,7.467347636,57.27873213,90.48478864,44.33870032,114.962498,40.66140444,122.5358772,62.19718279,84.01557655,70.50202636,44.76114935,116.7390582,100.8222231,64.68000148,96.89819431,81.34951295,71.48028837,107.9824996,100.5017668,68.16764862,31.38979762,234.6202259,84.85963283,70.84839884,77.1652608,19.7915988
AUNDHA (NAGNATH),76.04278075,0.3899085,105.3882153,109.778659,13.04458233,15.68496478,56.10648011,31.46402878,7.37371864,5.18857292,266.6226377,175.5610674,149.0319565,90.94030519,127.3411779,57.07046542,123.1798338,103.7908774,18.32600042,41.18173258,0,31.89807869,116.2611579,103.7751519,53.80375123,134.2673279,55.5106617,70.32742071,21.07739866,77.03114525,19.55708042
KALAMNURI,22.78074866,0.4041305,101.3842713,104.4965277,16.63112078,20.46669085,59.38983998,75.01357854,5.859908853,80.40569956,5.885709441,104.9590439,103.2240297,70.66702212,99.12823209,32.75567552,119.3049715,101.4008937,10.92278171,98.1816141,41.21349497,79.66975188,106.9813374,101.8329161,210.5006671,53.35125612,61.27004603,178.4159731,126.8233259,77.35572872,19.56812886
BASMATH,87.27272727,0.3330485,101.4471048,106.3389542,16.01807999,3.876213286,57.40886344,49.68004544,122.2484932,103.4301049,46.77590135,122.070467,114.418547,83.63967323,130.9394819,32.54017765,118.5200704,100.7337825,68.72250157,16.25594707,85.03411893,64.75549809,92.59025733,96.8884713,13.06973714,81.5388631,41.38952846,64.06343992,78.4459574,77.12197662,19.33691472
SAILU,189.3048128,0.355717,108.5746451,109.1129212,12.75325334,0.780310652,49.71215316,53.55579366,37.65303136,117.5708545,144.9721198,156.2675127,109.9630677,78.82363257,60.58684971,56.66571035,122.8522279,110.6184249,111.1257472,420.5793966,178.2433068,46.5382303,121.0782496,107.1351244,147.9383013,110.4244391,70.86467451,127.7633993,46.12682989,76.47331932,19.47586495
JINTUR,56.68449198,0.270889,109.6374785,84.62187432,11.48554295,6.297779548,50.29991652,191.360175,44.84600811,44.60352159,25.98661186,57.64438717,124.7330072,70.71093446,135.0656627,57.84920471,104.4507363,110.2558814,93.23754599,202.2962302,55.98954333,51.16483799,110.9293904,102.5877931,63.89649269,92.41071151,106.0437592,74.02886391,105.6511211,76.68825885,19.61203349
PARBHANI,96.04278075,0.2940905,108.3749259,105.395039,13.72225113,1.611168921,51.69430168,48.40619812,56.72091262,77.8285938,100.2683424,105.5596538,138.8300513,75.35277697,153.4514182,67.31388229,118.4421479,110.7493343,190.3084659,95.03476749,29.45911357,63.0951007,112.9663073,104.1222259,87.86884816,77.46191994,96.7878204,112.3574177,50.02986934,76.76094437,19.25173395
MANWATH,84.17112299,0.280018,108.9179641,102.1401983,14.31180258,1.058947693,50.88794823,0,134.0676116,67.92313641,32.31789548,154.6225915,110.3756275,71.32817203,67.30248508,96.84685041,137.1775422,112.1876373,99.96000229,0,17.40765802,49.71129146,102.3543208,108.287115,117.3900027,112.6718836,40.37139033,118.0320348,32.84789401,76.54810148,19.25760525
PATHRI,701.7112299,0.2889005,110.9349635,107.3434928,15.60870118,1.299501923,49.22591282,0,36.8685932,108.4041128,47.6111853,20.70838279,125.983764,55.67983944,78.66785838,20.38230908,140.227043,110.1842866,39.2700009,44.12328491,51.29042094,39.05887186,113.6387258,104.419718,266.0625061,55.32994282,224.6860117,69.55459191,225.8292713,76.38278871,19.23483804
SONPETH,129.0909091,0.290456,108.988736,101.7824462,15.00602842,1.224650148,49.60910135,0,129.3634849,71.00152417,109.1437698,169.5423152,126.6519766,86.20429316,115.7552985,40.04944942,94.54592509,104.2419242,57.87158027,43.34919219,75.58588349,38.37362849,118.0861253,108.287115,26.13947428,95.12867361,71.41722558,68.33433591,44.37347085,76.56717923,18.99987499
GANGAKHED,93.26203209,0.268267,104.6556259,102.525054,14.19176864,2.221917163,51.34306074,11.87321841,77.91098941,116.0086587,181.6611263,171.397684,139.3063121,50.32867339,159.8655352,61.01873661,100.2288742,107.7973454,243.7703829,0,257.4198485,36.11103248,117.7620467,105.2223853,32.79764226,112.5390158,62.84225853,58.18088506,51.13115577,76.74794938,18.91387406
PALAM,102.6737968,0.272926,109.565396,100.4800756,13.74737827,3.757085161,52.13406416,15.53779199,43.69611046,44.1989545,21.94425001,133.6244618,139.7649338,111.6843338,184.480773,42.27441883,87.44247463,112.8545048,244.3466723,61.00997419,59.10007351,27.0036645,114.825835,106.950237,49.05185297,40.16543997,36.55022993,40.07260439,84.75567714,76.95064738,18.97977977
PURNA,162.459893,0.28737,103.7778691,92.40184335,14.61848323,1.096300754,52.0723447,54.13166241,41.22939455,56.9069288,35.04001212,89.36520744,116.4381075,100.4801594,114.8229808,49.09287348,117.5506479,108.1218966,200.9948433,132.8442986,20.58970303,52.91847155,103.9573455,94.31458402,53.40322703,81.6265393,115.3985082,76.78428068,155.409391,76.95803122,19.16148513
BHOKARDAN,143.5294118,0.248598,108.8151871,102.238717,13.00093765,4.271368169,49.13617776,184.3752005,97.6900304,121.9479877,113.2155574,114.4896577,113.9097757,105.5072496,107.9279598,89.66485013,114.7455458,106.9871488,129.5659902,1022.985714,146.3573795,76.62504798,116.9237257,106.9076613,161.3321693,129.2676626,195.6426718,128.1812862,46.02889606,75.80911065,20.25249886
JAFFERABAD,27.9144385,0.251072,108.7162642,99.40339027,17.23455125,2.362677783,53.01639761,50.34244604,29.49487456,127.6388938,14.81236876,173.9504154,116.4910339,104.4687539,115.0823456,45.65637234,107.7823546,109.6945787,27.48900063,123.5451977,23.93552977,32.80945236,119.9325629,107.2042438,79.46400182,123.9390719,18.5035539,48.68821434,14.45307336,76.02062019,20.19204414
JALNA,122.9946524,0.264113,107.1871607,102.6915112,15.79157046,1.415346918,48.61175382,85.03791561,71.74428947,119.898104,114.0952729,138.4290093,117.5109402,115.3325407,96.7706335,71.9807672,121.7233155,111.9489999,115.1566243,133.5623759,54.98702786,92.36895372,115.7650221,101.7020877,130.8739895,82.69583345,65.01248668,70.18120986,48.82795055,76.03350058,19.81297024
BADNAPUR,62.78074866,0.251839,108.4697421,98.96838824,14.80308509,1.296725021,49.76303318,55.93605116,95.03904025,103.7714584,36.20801252,169.6553434,131.257503,69.23127482,67.39666155,80.32139578,123.1798338,110.4563466,36.65200084,54.90897677,58.50907278,36.45494707,111.5019292,104.6775445,126.9216696,111.8894399,69.90231474,86.55682549,64.23588162,75.74996433,19.91912572
AMBAD,53.90374332,0.2426,107.6959864,99.94905192,12.48907011,2.214083049,48.5375545,55.11946647,32.29365828,105.6650982,118.931428,119.9171558,101.7964211,88.8431369,53.62419553,47.21157723,127.001106,111.7630288,24.07795675,54.10738587,38.43661715,59.87126344,117.0204509,105.1254474,116.0058421,127.7838971,70.23246736,80.55470985,50.11102079,75.74716085,19.56684335
GHANSAWANGI,29.94652406,0.224256,109.9786276,89.68773375,13.2069841,1.836500748,48.5464293,65.09799057,88.993156,73.80297688,28.09242351,143.2924878,132.9547983,126.6928611,96.91007424,42.63885347,126.1000454,112.2950967,56.8737944,21.30089616,49.52178574,42.42601599,83.3451132,104.5530765,72.78491546,86.81077235,19.14160748,55.96346476,71.64238952,76.01128135,19.49560512
PARTUR,169.7326203,0.271186,106.3126733,102.347466,13.35511552,1.201078289,48.2630075,183.5401679,67.59242087,128.092894,67.89002348,161.0651995,66.65420074,77.89414756,51.79138918,103.0438959,118.6889024,113.0749238,125.9912529,411.8173258,69.81196184,131.009966,118.555786,99.26318874,186.2437543,100.0549799,131.0668401,101.4337799,41.40203307,76.23040965,19.49446986
MANTHA,77.00534759,0.335711,107.0080621,102.9254742,15.83137726,2.346097105,49.39041749,11.1377093,31.32199068,95.04730924,62.9197965,165.911409,156.8120611,106.5378387,102.798429,60.60580399,88.56957078,105.1644191,97.30619692,0,29.65463866,29.0349136,120.2141456,107.3288219,105.4831883,105.5675723,42.5745488,80.42890864,76.74198246,76.38567796,19.74237203
KANNAD,35.29411765,0.305187,108.8516778,97.94588873,8.987877173,7.591087724,52.38237667,106.3572804,96.93151264,81.11712593,114.0482853,125.2225213,97.05660433,88.57369688,79.64117911,100.0296108,114.9389295,108.3641671,67.10929731,104.4043925,103.3835089,84.71924319,110.314516,106.2535541,130.5746509,126.557503,191.1165192,76.19438864,45.80199306,75.1873687,20.27028101
SOEGAON,396.5775401,0.352183,104.2521343,96.98675575,10.32744701,13.74870675,50.23527892,30.32677472,85.28638427,97.52016573,99.93887356,58.21633715,86.97786343,86.11515044,100.2660016,45.83973126,103.8866068,99.12160727,59.61470016,59.53985433,57.67597536,125.1766255,94.36542937,99.15446673,179.5120523,111.9931373,75.79769068,109.4995985,126.2467252,75.57629625,20.54906891
SILLOD,114.1176471,0.292918,110.0881317,94.58946093,8.928754893,8.705710015,50.03246215,115.2880444,60.79096284,120.0105034,45.2286069,95.90141647,140.275194,93.99999244,128.2456668,110.3652766,124.5902899,112.5206795,176.2653475,132.0330358,62.12274903,121.0526868,113.9723685,107.4604958,223.6820662,109.9841001,70.62425153,178.399564,55.16440215,75.59611909,20.35063085
PHULAMBRI,741.1764706,0.2325,105.2166664,111.2147671,10.01291829,1.968176285,52.10730939,77.84914337,234.1345713,150.8430478,177.1376058,131.5089051,37.21217869,78.67950719,164.3846903,47.06842509,107.9410915,113.0871945,368.4092868,305.6788398,217.1470742,62.01099244,108.502003,108.287115,128.0025802,107.0092502,87.74881231,76.96418761,74.50037817,75.43319741,20.08153886
AURANGABAD,111.8716578,0.214358,97.06809304,102.9735213,14.17900365,2.400201943,51.78666507,143.6401314,73.7371864,100.6695942,99.82248512,93.48784403,131.970859,80.05428479,95.34745985,62.03311459,104.6024404,100.6030443,89.63804553,67.14412921,104.0675207,112.931086,84.46891907,102.9904626,121.463318,101.8792643,84.47274607,74.09076095,135.4975628,75.44489574,19.87891942
KHULDABAD,29.73262032,0.2562715,100.4411156,96.61019636,10.73514072,5.907641915,54.61529131,102.0454987,83.70167105,92.55292236,80.06685816,91.41538348,124.1625028,90.56272735,157.0426077,82.26373394,93.63331963,97.27982064,111.4418944,166.9529699,84.09780731,140.4008097,79.38172944,106.8237756,140.9412194,108.865401,60.01152616,114.044466,214.8429824,75.23081748,20.07955175
VAIJAPUR,43.95721925,0.2167875,108.9301147,97.36239801,13.08303249,6.456354716,56.50461331,83.39863049,28.42879476,112.5232681,60.67717323,123.4186348,91.91978749,123.6882059,110.1958854,119.1833013,108.5244018,110.8234637,39.74313344,163.7345994,98.0491581,69.17655619,100.2632687,106.9824509,107.7072314,66.26260622,95.86178527,68.43724907,108.8333838,74.82071093,19.95986855
GANGAPUR,134.0106952,0.1602215,100.5348106,97.95597578,15.0616002,4.967833609,53.70779042,129.227261,110.6057796,107.0143165,59.51398162,125.9759953,109.8695617,79.93873821,64.78044526,90.0218651,87.98559559,94.8809135,71.17687663,55.15410613,38.46781571,129.382513,94.5168248,106.3534165,93.12187713,60.8629371,39.65047264,85.49418589,164.5327548,75.06932463,19.78554832
PAITHAN,50.26737968,0.211703,99.95702438,105.8845515,13.60322788,2.481266741,51.6280179,72.10506595,98.31624854,103.7714584,104.9209454,105.6990371,130.7447784,116.6370435,108.4224836,93.13582898,91.42253292,102.3625626,91.6300021,25.73858286,72.30524619,85.4412822,92.42252136,100.9551749,137.0960969,91.17913493,73.24323419,82.8375869,122.3241886,75.43533292,19.58878893
SURGANA,21.17647059,0.813277,108.0156223,66.79264736,0.373334592,98.14807169,50.74570601,19.87201817,6.209447276,73.73235202,12.47357369,23.3968395,116.5773875,28.25941948,87.57979887,20.02472471,25.93259659,106.4470418,2.893579014,13.00475766,17.63670615,20.14615496,117.2273171,107.7171828,39.20921142,93.76969256,81.80518567,44.41731834,55.14988521,73.57294204,20.52207283
KALWAN,71.22994652,0.6618195,109.4752929,107.1805846,3.403691652,68.94539311,52.51388998,33.12003029,31.04723638,102.4060445,136.4297123,124.6136017,132.7686914,46.0724688,137.4701156,75.09271766,124.5980227,109.7547183,28.93579014,48.76784121,160.6200024,50.3653874,103.0569821,105.4374541,55.54638285,120.2698231,19.47742516,108.9078479,185.4177175,73.93083725,20.51906559
DEOLA,88.02139037,0.224055,106.4975649,88.27042013,9.040146137,20.83765793,65.52675682,100.6848921,123.8784732,102.7337438,154.0486351,104.3702492,118.1317527,90.90372459,83.1978701,213.0630709,117.0208421,114.2651862,76.96920176,148.2542373,153.1873905,87.49187297,105.2469429,101.7898881,129.129003,123.9390719,170.2326959,142.8187621,79.4919035,74.23137959,20.44822979
BAGLAN,40.42780749,0.368952,109.0112358,112.5868512,4.961185981,43.15513135,59.84513613,130.9485591,102.2943626,134.9628794,82.19580352,159.7617817,130.8781461,111.3517133,67.43821783,129.7555861,125.4939058,113.6046937,79.4479787,28.56536364,113.451644,91.66417327,114.5987684,107.0352408,77.51185148,127.1629206,113.3743765,105.0689789,39.68329392,74.15912099,20.70676299
MALEGAON,101.2834225,0.3605995,107.8100349,92.43018969,7.783515376,23.17316651,59.74444507,132.9466005,157.859892,115.0986246,114.7437017,134.7503218,113.2327051,100.533289,131.099339,160.7618744,131.2038723,111.8511329,139.3808483,87.00366038,161.8176661,146.3332382,113.7618446,105.2367737,171.3792293,136.3766196,114.6699115,132.5782362,66.15843441,74.54693766,20.59193165
NANDGAON,34.97326203,0.40602,109.8144083,110.1437693,7.444947242,21.05936734,56.64767278,63.5636945,241.321701,88.04851016,116.7035114,105.4244942,132.5833364,79.473035,112.7208793,103.7644826,141.5323848,114.2651862,88.85333536,49.91725161,207.9248041,115.9930134,110.0185333,108.287115,125.4166695,118.9314326,123.357026,88.52402607,40.14742601,74.67926503,20.30369975
CHANDVAD,37.32620321,0.283756,110.9349635,98.59610647,8.669029206,20.82723697,64.43644659,44.16004039,67.26901216,131.0797369,179.3076218,161.0651995,135.2873386,126.8970361,113.0257935,153.5228894,141.8188876,113.26286,72.33947534,86.69838438,134.374904,95.93407124,114.8655946,106.387341,78.41842285,107.3595031,94.14088827,116.7378239,57.05160538,74.20971174,20.28665071
DINDORI,107.3796791,0.523737,110.9349635,104.5200267,6.233905274,55.57459559,60.32656979,124.3023359,178.4257844,101.8497647,166.4105626,145.5552173,133.6881975,101.4070031,101.5358939,180.8405694,125.4609419,111.4438235,74.66148319,183.0299226,227.535283,114.7655741,101.9834718,103.6080421,58.24907541,140.5790399,111.9350792,138.2504852,124.9031031,73.77867282,20.26201542
PEINT,41.81818182,0.523737,110.9349635,83.72215947,0.51486173,96.4435321,53.336916,17.24056371,90.90885995,106.6145121,20.29091611,129.7347086,68.55057948,70.68810217,94.46314412,62.5429758,95.97058971,111.9172714,26.35931567,236.9359957,32.78839695,22.47222765,111.4833021,108.287115,17.00856203,91.25650843,45.6252014,73.36580243,193.0376237,73.51639188,20.25739919
TRIMBAKESHWAR,10.90909091,0.837258,110.0403267,112.5060997,4.460020337,83.6263406,48.92994472,10.1496867,7.135856749,110.4663912,9.556366942,96.63911967,138.9318328,80.07647203,136.9253853,52.16117807,152.7330601,112.4221993,8.867419558,119.5598688,19.30284659,22.04936315,121.3932294,105.6672654,16.02096811,117.4422657,11.93777671,138.7352344,11.65570433,73.45796208,20.0171637
NASHIK,66.73796791,0.290446,108.0904772,97.32528314,7.90347148,39.25250642,63.64641014,209.7601918,158.8185553,115.7450882,121.5373847,126.3742334,79.93245375,72.8990924,87.70772882,141.4567092,138.1825059,114.2651862,63.4361553,126.7130233,233.2179824,189.2853021,95.70756589,105.5105223,50.9384627,144.9928245,80.656517,141.4871186,74.11832494,73.75729691,19.98252118
IGATPURI,220.1069519,0.566563,109.1311429,87.59380359,6.105642281,48.9655312,55.14606048,92.08984032,103.1121631,124.0195478,163.7790367,103.7102748,133.3917713,88.99573695,117.3360854,83.51775427,123.9309304,111.4782304,71.5160992,200.8865004,202.3817151,88.91450505,114.4204806,105.6459658,96.90731929,83.12986531,141.4092737,124.0295975,155.6936765,73.65687336,19.74299228
SINNAR,138.9304813,0.2602235,110.9349635,104.2817972,6.984570833,14.84643763,63.9302108,186.8176709,80.65004763,115.5268189,81.00514165,144.9586795,132.0265899,136.0864277,85.85149881,172.4003643,145.5542958,110.6943991,150.3304722,115.8236229,149.5970611,115.345731,108.0387405,107.4411219,81.48164249,131.9273324,135.885474,93.82624638,50.81158605,74.08001769,19.81851766
NIPHAD,75.72192513,0.234966,109.315475,99.29665647,9.156673105,21.1830881,66.33590047,183.7315549,228.2085185,105.6650982,118.931428,132.6142664,92.21558149,160.1638919,60.46808275,183.2920057,131.4967204,113.4311337,128.4157694,198.3937482,132.7810411,211.5451308,94.68830379,105.9158643,130.5065723,123.2605733,156.6724272,137.416858,13.18711073,74.10740526,20.0783965
YEVLA,33.79679144,0.2282335,110.9349635,102.6267629,9.827851075,12.43132116,63.00976504,110.7533813,54.27056919,102.1111151,82.94926505,126.790525,77.44192677,112.7337193,76.35874317,115.6628099,128.1070272,113.3510647,61.57536141,39.53446328,202.9732925,87.49187297,104.7574223,103.9556304,79.46400182,95.43308537,142.107294,88.287962,141.640119,74.51275116,20.08262196
THANE,100,0.116121,110.9349635,102.6267629,4.941432503,4.69180055,57.27039091,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,72.97133745,19.17093682
BHIWANDI,234.4385027,0.277005,108,97,3.75153973,27.13275178,58.63580719,109.9180045,78.56713311,97.20077654,91.84962288,65.83276275,119.6506714,96.03935023,30.40088189,44.85888112,64.54838454,106.780567,33.61100514,86.31978881,29.26614994,109.8424169,104.7445964,105.449898,145.3080819,97.41935783,161.6030908,96.38423799,85.20370761,73.08941357,19.37119273
SHAHAPUR,74.43850267,0.478261,108,103,3.587613448,40.05784883,54.82736145,151.8953113,48.3105704,90.57638072,150.6775443,59.98290187,94.76565411,101.319689,50.67090239,60.67836841,57.74054711,101.9521273,21.3276729,159.7567212,61.90223217,84.85203197,100.2251361,104.0863217,53.51832019,91.48519855,146.752324,85.34428375,174.4336441,73.42578775,19.51108357
KALYAN,131.3368984,0.230769,98,101,8.144297862,5.24873584,69.97662659,102.4410239,150.9040094,92.30833218,75.78421226,65.17522025,141.1781282,68.43553813,41.36767618,70.78507339,96.68184632,103.6358665,25.57116338,57.46288267,139.1600568,158.960525,91.07361207,103.250505,57.75000132,82.86623994,55.94097691,60.3884829,168.0589926,73.20437699,19.26586871
ULHASNAGAR,100,0.23,110.9349635,102.6267629,8,5,69,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,73.18635091,19.20243253
AMBARNATH,91.12299465,0.2433375,96,104,10.20950156,15.05627505,62.8895232,166.57427,186.5117068,98.43028039,126.3407924,73.90050328,127.8795526,77.66938056,28.40616772,33.57086201,81.5160665,97.46148231,40.42500092,109.0104686,147.8370957,104.5399217,93.58483299,97.13991197,73.03676638,102.5231293,59.86443909,85.92037824,164.7225273,73.25226883,19.1480097
MURBAD,96.25668449,0.438931,101,103,5.377863861,26.8520942,56.26904093,43.18592185,57.83308738,100.7193567,49.37456253,92.84935028,127.8795526,73.90940373,45.33906775,44.76114935,104.1594183,106.9835812,24.25500055,84.78592002,58.66551415,88.45685686,106.782694,106.1638382,104.6860318,67.5893223,25.39703477,66.82696086,164.7225273,73.53343699,19.27949187
GREATER MUMBAI ,100,0.2,101,103,5.377863861,26.8520942,56.26904093,100,100,1000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,72.85165406,18.96146956
MUMBAI SUBURBAN,100,0.2,101,103,5.377863861,26.8520942,56.26904093,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,72.88460619,19.13150327
URAN,30.26737968,0.095893,91.56536668,104.5133852,2.445281191,5.835205003,68.21455178,359.5889003,210.6776754,121.0667015,122.2608215,104.3088911,59.89925732,167.1832541,24.19055669,96.62724304,102.6498615,79.804257,61.08666806,117.6620931,75.9858088,216.9937326,101.0122007,101.4117426,94.60000216,122.9554285,123.357026,133.9569918,108.9715849,72.96154681,18.87679727
PANVEL,75.82887701,0.122549,104.1889184,101.5399391,4.690724304,14.36922967,63.15043565,289.1289131,221.2115592,127.2602682,132.110316,83.57977918,106.4250024,85.77461639,17.74489672,74.55150888,107.1581325,106.5445655,33.43256833,16.69529699,116.4431178,169.9588749,109.149878,107.5554453,87.24932632,128.7542723,167.5321772,96.49916355,109.8628887,73.13223556,18.98455292
KARJAT,51.55080214,0.215587,107.2164731,109.4541536,3.722597546,28.99991226,62.00754775,126.5592219,100.5132597,113.9167127,11.58509288,52.90856831,127.4077718,38.60273271,49.75166819,74.39353034,138.4912936,110.4350682,12.28558687,110.4314617,45.46413476,51.93302516,114.8595973,105.2623352,74.91368886,66.64321604,22.74179809,106.9871377,161.4868532,73.39541509,19.00257274
